id,run_length,disagreeable,training,improbability_rate,price,special_conditions,availability,start_time,end_time,workerid,phase,first_time,censored,other
92592,0,0,True,93,0.25,False,low,2014-11-24 01:35:53,2014-11-24 01:35:53,A14HIJZJ7CRIMV,4,False,False,None
92593,0,0,False,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 17:18:01,2014-11-21 17:18:01,A7R18MYOAHDII,2,False,False,None
92594,25,80,False,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 14:22:27,2014-11-21 21:41:25,A1R0BZAV1ZQ5N,2,False,False,None
92595,1,80,False,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 16:31:13,2014-11-22 16:31:36,A3SGIXD0U0LRYX,3,True,False,None
92596,0,0,True,93,0.25,False,low,2014-11-19 13:22:31,2014-11-19 13:22:31,A1FS26VYUAND8B,0,True,False,None
92597,1,60,False,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 00:57:53,2014-11-21 00:58:09,A1Q3HCUK56CQY1,1,True,False,None
92598,4,0,False,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 14:08:19,2014-11-19 15:09:25,A2JEM8TK2G6MOU,0,True,False,None
92599,41,20,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 14:52:22,2014-11-20 03:17:27,A2J8NWHSXVJKLM,0,True,False,None
92600,0,40,True,93,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 19:56:44,2014-11-23 19:56:44,A1A9L5DV3JGSTL,4,False,False,None
92601,0,100,False,56,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 12:52:49,2014-11-21 12:52:49,A26GDUUFGPAYUL,2,False,False,None
92602,1,60,False,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 03:49:41,2014-11-23 03:49:47,A2M2A9AOJHQM0W,3,True,False,None
92603,1,0,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 22:26:36,2014-11-22 22:27:25,A2D0S5KYYLWGZ8,3,True,False,None
92604,1,40,True,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 14:27:25,2014-11-24 14:27:53,A2IOBGCJ6MPRY3,5,True,False,None
92605,1,0,False,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 00:26:31,2014-11-25 00:35:44,A2WKCE0Q8KD2B1,5,False,False,None
92606,0,20,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 20:36:15,2014-11-24 20:36:15,A339ZXUGPYUANN,5,False,False,None
92607,1,100,False,56,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 18:11:25,2014-11-20 18:11:35,A35DUEG88GCX5J,1,True,False,None
92608,0,60,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 21:21:42,2014-11-24 21:21:42,A3R25SV8HUGML2,5,False,False,None
92609,1,100,True,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 06:05:49,2014-11-20 06:06:07,A2GE4ZOL9OT9C8,0,True,False,None
92610,0,20,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 13:17:39,2014-11-20 13:17:39,A368JPDBUCZORJ,1,False,False,None
92611,6,0,False,93,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 17:54:10,2014-11-22 01:56:15,AFKHZQ5SW7CSL,2,True,False,None
92612,1,0,True,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 01:43:19,2014-11-21 01:43:28,A2OLFYB2C7850X,1,True,False,None
92613,1,80,False,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 18:05:26,2014-11-23 18:05:39,A36BBFY0CJMW8N,4,True,False,None
92614,1,100,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 06:26:39,2014-11-21 06:26:46,AM4JRR0RJ0VXY,1,True,False,None
92615,0,40,True,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 19:33:23,2014-11-24 19:33:23,A3TK9CLBA65ZZE,5,False,False,None
92616,20,0,True,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 17:00:17,2014-11-24 03:12:17,AQPXYSFZ8DA8S,4,False,False,None
92617,1,60,False,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 12:01:00,2014-11-22 12:05:45,A2Z6Y7MS2ZNTC5,3,False,False,None
92618,50,80,False,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 14:50:32,2014-11-20 19:40:37,A1OKNQ2JEXW34Q,1,False,False,None
92619,1,80,True,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 18:01:54,2014-11-20 18:03:41,ARS1C0WXZMFRJ,1,True,False,None
92620,0,40,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 21:07:14,2014-11-20 21:07:14,A3SPB30JP5I3BW,1,False,False,None
92621,0,80,False,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 02:29:56,2014-11-23 02:29:56,AI8N0V1I5D1O2,3,False,False,None
92622,0,100,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 01:13:46,2014-11-25 01:13:46,A2LKQQ3GNDQ017,5,False,False,None
92623,1,40,True,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 10:57:13,2014-11-24 19:36:37,A2ITFOTCH3WNJC,5,False,False,None
92624,0,0,True,93,0.25,False,low,2014-11-24 10:20:20,2014-11-24 10:20:20,A31898LQJO7I3,5,False,False,None
92625,0,40,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 17:41:47,2014-11-21 17:41:47,A3TE1HPH06HMQQ,2,False,False,None
92626,11,40,True,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 16:50:13,2014-11-25 05:53:28,A1CB0Q05F2TS6S,5,False,False,None
92627,1,20,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 20:07:58,2014-11-20 20:08:17,A2SSC9PR4KPNPQ,1,True,False,None
92628,1,0,False,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 23:30:43,2014-11-22 23:31:04,A20SIBZE28P98K,3,True,False,None
92629,1,0,False,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 00:01:25,2014-11-21 00:03:29,A3OTXZRTRS50ID,1,False,False,None
92630,0,60,False,56,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 01:52:58,2014-11-22 01:52:58,A2SA2CZFIQSWW4,2,False,False,None
92631,1,0,True,93,0.25,False,low,2014-11-24 12:33:01,2014-11-24 12:54:55,A308WAUBK9YA7R,5,True,False,None
92632,6,0,False,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 03:07:26,2014-11-25 03:44:49,A126VXU0MGF4ML,5,True,False,None
92633,1,0,False,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 21:31:05,2014-11-22 21:38:22,A3UMKT8RU5J7DJ,3,False,False,None
92634,3,80,True,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 03:26:25,2014-11-20 03:41:38,A2HKC6J1X52IAY,0,True,False,None
92635,7,80,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 20:48:02,2014-11-23 02:40:27,A2T2WN2IB24HJI,3,False,False,None
92637,0,40,False,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 12:08:11,2014-11-24 12:08:11,AYG3MF094634L,5,False,False,None
92638,30,20,True,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 15:21:31,2014-11-21 04:30:37,A2POJCXM7LGZC1,1,False,False,None
92639,43,40,False,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 12:48:46,2014-11-23 15:30:43,A15RS9BB053ZRB,4,False,False,None
92640,1,100,False,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 22:08:47,2014-11-20 22:09:03,A34XCCZNSQL9GT,1,True,False,None
92641,4,20,False,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 19:37:14,2014-11-21 19:53:08,A1ATXSE671E229,2,True,False,None
92642,0,20,True,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 08:09:09,2014-11-21 08:09:09,A16D2GVNFHEB9V,2,False,False,None
92643,2,0,True,93,0.25,False,low,2014-11-24 14:51:47,2014-11-25 01:03:17,A3LD1G3R5NOVYH,5,False,False,None
92644,1,100,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 14:39:01,2014-11-23 14:39:14,AHBL0QVY0AXVM,4,True,False,None
92645,1,0,False,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 20:38:07,2014-11-20 20:39:49,A3HCNBJTHEMA6O,1,False,False,None
92646,1,60,True,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 00:49:29,2014-11-21 00:49:42,A2V3P1XE33NYC3,1,True,False,None
92647,1,0,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 07:24:32,2014-11-23 07:24:46,A2CK35MHJVRUXM,3,True,False,None
92648,0,20,False,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 03:25:34,2014-11-22 03:25:34,A3T7WJ9OPV8XH1,2,False,False,None
92649,1,60,True,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 14:52:44,2014-11-21 14:53:00,A120PN22KW0VPY,2,True,False,None
92650,2,100,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 21:09:27,2014-11-20 21:22:10,A39DCR7FNFEPQK,1,True,False,None
92651,51,80,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 14:53:09,2014-11-20 00:53:22,A34MLDXV03B7K9,0,True,True,None
92652,0,80,False,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 23:47:40,2014-11-24 23:47:40,A1XR97XSHB17AB,5,False,False,None
92653,0,80,False,56,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 16:21:42,2014-11-24 16:21:42,ACGHHDT7RY1AH,5,False,False,None
92654,1,60,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 07:02:43,2014-11-21 07:02:49,A3L53FP07TDWK7,1,True,False,None
92655,1,60,False,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 02:10:00,2014-11-21 02:10:18,A2KQ2CW3NUMDDN,1,True,False,None
92656,2,0,False,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 19:51:21,2014-11-20 19:54:43,AGIVDY8TRQYM3,1,True,False,None
92657,2,40,True,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 04:21:34,2014-11-20 04:32:20,A3EELT368EO92J,0,True,False,None
92658,1,40,False,56,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 21:23:09,2014-11-22 21:25:56,A2APPZDU0VS9LN,3,False,False,None
92659,2,80,False,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 21:23:40,2014-11-20 21:35:08,A38Z10YT1VO5T6,1,True,False,None
92660,3,0,True,93,0.25,False,low,2014-11-24 15:49:35,2014-11-24 18:38:09,A1XRIEYLA7ZJ3B,5,False,False,None
92661,0,80,True,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 19:11:46,2014-11-23 19:11:46,A1D2DZN101DW15,4,False,False,None
92662,0,0,True,93,0.25,False,low,2014-11-21 01:27:24,2014-11-21 01:27:24,A13W5ECQ5WD0WV,1,True,False,None
92663,5,20,False,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 20:43:22,2014-11-20 20:56:33,AAXFAJBIFBJ6H,1,True,False,None
92664,1,80,True,56,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 17:16:26,2014-11-20 17:16:50,A3R2Z1PK5DGY0A,1,True,False,None
92665,0,80,True,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 17:33:41,2014-11-24 17:33:41,AEQ95NMC3VXQ5,5,False,False,None
92666,0,60,True,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 14:41:55,2014-11-23 14:41:55,A3U5CRG5S8I800,4,False,False,None
92667,1,20,True,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 21:55:04,2014-11-20 21:55:14,A344KPZSMOBHRD,1,True,False,None
92668,2,100,False,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 03:14:50,2014-11-24 03:33:26,A3MELYYGRJ61SX,4,False,False,None
92669,51,40,False,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 10:50:16,2014-11-23 21:00:02,A1AHREL15TMJSR,4,True,False,None
92670,1,20,True,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 16:44:34,2014-11-21 16:44:52,A3EHJ5KPPJYY32,2,True,False,None
92671,0,40,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 01:38:40,2014-11-23 01:38:40,A385WYQJ99GIZ6,3,False,False,None
92672,5,40,True,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 23:03:18,2014-11-21 02:19:04,A2LPV7ZIQBIIDQ,1,False,False,None
92673,7,60,False,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 08:06:34,2014-11-23 05:51:05,A2ER0EVZ7E1Z8G,3,False,False,None
92674,28,80,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 16:49:48,2014-11-23 04:35:15,A1BPJVLT3O8DIK,3,False,False,None
92675,1,80,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 15:37:06,2014-11-24 15:37:14,A40W0EWYGHNV0,5,True,False,None
92676,1,100,False,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 14:32:47,2014-11-24 14:33:03,A39HYEFYX6RUVL,5,True,False,None
92677,1,20,True,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 07:42:25,2014-11-21 07:42:48,AWDV0WSLSO9EX,1,True,False,None
92678,1,80,False,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 05:26:00,2014-11-25 05:26:14,A25QX747LSBFXK,5,True,False,None
92679,4,20,False,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 00:12:18,2014-11-23 00:23:28,A2FUF7HGN5O9D9,3,False,False,None
92680,0,0,False,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 20:10:25,2014-11-22 20:10:25,A3TDUHEBFJ53NM,3,False,False,None
92681,12,0,True,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 02:21:18,2014-11-24 07:50:50,A9QJ4L8XYDGUM,4,True,False,None
92682,0,60,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 08:09:28,2014-11-21 08:09:28,AQVP5IH2S6WCB,2,False,False,None
92683,1,80,True,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 02:00:51,2014-11-21 02:01:05,A1Y8M3WOK4ARV,1,True,False,None
92684,50,60,True,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 12:14:35,2014-11-23 03:51:07,A2J6WFWSKTYJQM,3,False,True,None
92685,8,0,True,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 23:08:34,2014-11-22 23:35:33,A35NVKW9R833VF,3,True,False,None
92686,4,100,False,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 17:23:55,2014-11-22 20:02:36,A39A8ANMYG8KRK,3,True,False,None
92687,1,60,True,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 10:33:54,2014-11-19 10:34:19,A1OE3I02C1X23Q,0,True,False,None
92688,50,40,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 14:44:29,2014-11-25 04:16:51,A1SGJ7GMZDTICM,5,False,True,None
92689,2,0,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 22:05:23,2014-11-22 22:17:08,A2JXPFNZXZGW2Z,3,True,False,None
92690,0,0,True,93,0.25,False,low,2014-11-23 18:37:50,2014-11-23 18:37:50,A2ZSDMCQ5P0BJJ,4,True,False,None
92691,0,20,False,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 17:12:13,2014-11-21 17:12:13,A279X90T3DHHVQ,2,False,False,None
92692,0,40,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 15:39:48,2014-11-24 15:39:48,A2RD843ESYKRP2,5,False,False,None
92693,1,100,True,56,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 19:01:50,2014-11-20 19:02:03,A1VCAMP3XM62R4,1,True,False,None
92694,0,80,True,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 15:37:40,2014-11-24 15:37:40,A12VU5YSHGQH2V,5,False,False,None
92695,3,100,True,56,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 00:18:18,2014-11-22 00:46:23,A2BZWJKCU7T3CJ,2,True,False,None
92696,1,0,True,93,0.25,False,low,2014-11-20 14:05:42,2014-11-20 14:05:55,A1Z1GWSBL0954R,1,True,False,None
92697,50,20,False,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 16:33:45,2014-11-24 23:47:51,A3LX3GRDAZTKPP,5,False,True,None
92698,7,80,True,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 17:01:36,2014-11-22 20:41:56,A1KCBW39MHVUV8,3,False,False,None
92699,50,40,False,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 09:21:19,2014-11-24 13:32:44,A27FVH8VVIL20T,5,False,True,None
92700,10,40,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 20:35:03,2014-11-21 21:21:20,A3PTZX6TMMOUG1,2,True,False,None
92701,0,0,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 13:55:32,2014-11-24 13:55:32,A24UDPQ4213137,5,False,False,None
92702,0,80,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 20:34:56,2014-11-22 20:34:56,A2JW9RMYFHTI0I,3,False,False,None
92703,1,0,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 13:22:22,2014-11-19 13:22:39,AM2WGEJDWJY1I,0,True,False,None
92704,0,40,False,93,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 23:18:54,2014-11-21 23:18:54,A2ZXZK7I68JEEF,2,False,False,None
92705,1,60,True,56,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 00:21:51,2014-11-25 00:22:02,A3EM9S9XQQETJE,5,True,False,None
92706,1,0,True,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 16:47:00,2014-11-23 16:50:54,A2OWKNH3FGF84A,4,False,False,None
92707,2,40,False,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 05:53:09,2014-11-22 05:57:33,A2Q0CTQQ2KBHYV,2,True,False,None
92708,3,0,True,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 14:21:37,2014-11-24 16:22:14,ACPWJRT77OKF4,5,False,False,None
92709,0,100,True,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 03:37:38,2014-11-22 03:37:38,A255A9FFZD8PQW,2,False,False,None
92710,3,40,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 00:25:17,2014-11-24 00:34:02,A14WD9MTBGD1D8,4,True,False,None
92711,1,100,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 17:08:20,2014-11-23 17:08:32,A6PQLSCAAKI6B,4,True,False,None
